contest,incentive,strong_incentive,weak_incentive,strong_strength,weak_strength,outcome,subject,exp
4,65,65,125,9.5,5,1,1,index2v4
4,60,65,95,9.5,6.5,1,1,index2v4
4,50,65,65,9.5,9.5,1,1,index2v4
3,75,75,125,8,5,1,1,index2v4
3,75,75,95,8,6.5,1,1,index2v4
3,60,75,75,8,8,1,1,index2v4
5,85,85,125,7.5,5,1,1,index2v4
5,85,85,105,7.5,6,1,1,index2v4
5,65,85,85,7.5,7.5,1,1,index2v4
1,125,95,125,6.5,5,1,1,index2v4
1,110,95,115,6.5,5.5,1,1,index2v4
1,95,95,95,6.5,6.5,1,1,index2v4
2,125,105,125,6,5,1,1,index2v4
2,110,105,115,6,5.5,1,1,index2v4
2,105,105,105,6,6,1,1,index2v4
3,95,65,125,9.5,5,1,2,index2v4
3,75,65,95,9.5,6.5,1,2,index2v4
3,60,65,65,9.5,9.5,1,2,index2v4
5,85,75,125,8,5,1,2,index2v4
5,85,75,95,8,6.5,1,2,index2v4
5,70,75,75,8,8,1,2,index2v4
1,100,85,125,7.5,5,1,2,index2v4
1,105,85,105,7.5,6,1,2,index2v4
1,85,85,85,7.5,7.5,1,2,index2v4
2,100,95,125,6.5,5,1,2,index2v4
2,100,95,115,6.5,5.5,1,2,index2v4
2,90,95,95,6.5,6.5,1,2,index2v4
4,110,105,125,6,5,1,2,index2v4
4,95,105,115,6,5.5,1,2,index2v4
4,95,105,105,6,6,1,2,index2v4
3,65,65,125,9.5,5,1,3,index2v4
3,65,65,95,9.5,6.5,1,3,index2v4
3,65,65,65,9.5,9.5,1,3,index2v4
4,75,75,125,8,5,1,3,index2v4
4,75,75,95,8,6.5,1,3,index2v4
4,75,75,75,8,8,1,3,index2v4
5,85,85,125,7.5,5,1,3,index2v4
5,85,85,105,7.5,6,1,3,index2v4
5,85,85,85,7.5,7.5,1,3,index2v4
1,95,95,125,6.5,5,1,3,index2v4
1,95,95,115,6.5,5.5,1,3,index2v4
1,95,95,95,6.5,6.5,1,3,index2v4
2,105,105,125,6,5,1,3,index2v4
2,105,105,115,6,5.5,1,3,index2v4
2,105,105,105,6,6,1,3,index2v4
4,70,65,125,9.5,5,1,4,index2v4
4,70,65,95,9.5,6.5,1,4,index2v4
4,65,65,65,9.5,9.5,1,4,index2v4
1,110,75,125,8,5,1,4,index2v4
1,85,75,95,8,6.5,1,4,index2v4
1,100,75,75,8,8,1,4,index2v4
3,90,85,125,7.5,5,1,4,index2v4
3,90,85,105,7.5,6,1,4,index2v4
3,85,85,85,7.5,7.5,1,4,index2v4
5,100,95,125,6.5,5,1,4,index2v4
5,100,95,115,6.5,5.5,1,4,index2v4
5,95,95,95,6.5,6.5,1,4,index2v4
2,110,105,125,6,5,1,4,index2v4
2,105,105,115,6,5.5,1,4,index2v4
2,105,105,105,6,6,1,4,index2v4
5,80,65,125,9.5,5,1,5,index2v4
5,75,65,95,9.5,6.5,1,5,index2v4
5,65,65,65,9.5,9.5,1,5,index2v4
2,105,75,125,8,5,1,5,index2v4
2,90,75,95,8,6.5,1,5,index2v4
2,75,75,75,8,8,1,5,index2v4
1,125,85,125,7.5,5,1,5,index2v4
1,105,85,105,7.5,6,1,5,index2v4
1,85,85,85,7.5,7.5,1,5,index2v4
3,110,95,125,6.5,5,1,5,index2v4
3,105,95,115,6.5,5.5,1,5,index2v4
3,95,95,95,6.5,6.5,1,5,index2v4
4,110,105,125,6,5,1,5,index2v4
4,105,105,115,6,5.5,1,5,index2v4
4,105,105,105,6,6,1,5,index2v4
3,125,65,125,9.5,5,1,6,index2v4
3,95,65,95,9.5,6.5,1,6,index2v4
3,65,65,65,9.5,9.5,1,6,index2v4
4,100,75,125,8,5,1,6,index2v4
4,80,75,95,8,6.5,1,6,index2v4
4,70,75,75,8,8,1,6,index2v4
2,125,85,125,7.5,5,1,6,index2v4
2,105,85,105,7.5,6,1,6,index2v4
2,85,85,85,7.5,7.5,1,6,index2v4
1,125,95,125,6.5,5,1,6,index2v4
1,115,95,115,6.5,5.5,1,6,index2v4
1,95,95,95,6.5,6.5,1,6,index2v4
5,100,105,125,6,5,1,6,index2v4
5,95,105,115,6,5.5,1,6,index2v4
5,90,105,105,6,6,1,6,index2v4
4,60,65,125,9.5,5,1,7,index2v4
4,50,65,95,9.5,6.5,1,7,index2v4
4,40,65,65,9.5,9.5,1,7,index2v4
1,50,75,125,8,5,1,7,index2v4
1,40,75,95,8,6.5,0,7,index2v4
1,30,75,75,8,8,0,7,index2v4
3,65,85,125,7.5,5,1,7,index2v4
3,60,85,105,7.5,6,1,7,index2v4
3,50,85,85,7.5,7.5,1,7,index2v4
2,50,95,125,6.5,5,0,7,index2v4
2,50,95,115,6.5,5.5,0,7,index2v4
2,45,95,95,6.5,6.5,0,7,index2v4
5,75,105,125,6,5,1,7,index2v4
5,70,105,115,6,5.5,1,7,index2v4
5,70,105,105,6,6,1,7,index2v4
1,1,65,125,9.5,5,0,8,index2v4
1,1,65,95,9.5,6.5,0,8,index2v4
1,1,65,65,9.5,9.5,0,8,index2v4
3,1,75,125,8,5,0,8,index2v4
3,1,75,95,8,6.5,0,8,index2v4
3,1,75,75,8,8,0,8,index2v4
2,1,85,125,7.5,5,0,8,index2v4
2,1,85,105,7.5,6,0,8,index2v4
2,1,85,85,7.5,7.5,0,8,index2v4
5,1,95,125,6.5,5,0,8,index2v4
5,1,95,115,6.5,5.5,0,8,index2v4
5,1,95,95,6.5,6.5,0,8,index2v4
4,0,105,125,6,5,0,8,index2v4
4,0,105,115,6,5.5,0,8,index2v4
4,0,105,105,6,6,0,8,index2v4
3,95,65,125,9.5,5,1,9,index2v4
3,81,65,95,9.5,6.5,1,9,index2v4
3,33,65,65,9.5,9.5,1,9,index2v4
2,70,75,125,8,5,1,9,index2v4
2,70,75,95,8,6.5,1,9,index2v4
2,40,75,75,8,8,1,9,index2v4
5,55,85,125,7.5,5,1,9,index2v4
5,60,85,105,7.5,6,1,9,index2v4
5,44,85,85,7.5,7.5,1,9,index2v4
1,95,95,125,6.5,5,1,9,index2v4
1,105,95,115,6.5,5.5,1,9,index2v4
1,95,95,95,6.5,6.5,1,9,index2v4
4,70,105,125,6,5,1,9,index2v4
4,55,105,115,6,5.5,1,9,index2v4
4,50,105,105,6,6,0,9,index2v4
2,50,65,125,9.5,5,1,10,index2v4
2,50,65,95,9.5,6.5,1,10,index2v4
2,40,65,65,9.5,9.5,1,10,index2v4
1,50,75,125,8,5,1,10,index2v4
1,50,75,95,8,6.5,1,10,index2v4
1,50,75,75,8,8,1,10,index2v4
3,50,85,125,7.5,5,0,10,index2v4
3,50,85,105,7.5,6,1,10,index2v4
3,50,85,85,7.5,7.5,1,10,index2v4
4,60,95,125,6.5,5,1,10,index2v4
4,60,95,115,6.5,5.5,1,10,index2v4
4,50,95,95,6.5,6.5,1,10,index2v4
5,60,105,125,6,5,1,10,index2v4
5,60,105,115,6,5.5,1,10,index2v4
5,55,105,105,6,6,1,10,index2v4
3,90,65,125,9.5,5,1,11,index2v4
3,82,65,95,9.5,6.5,1,11,index2v4
3,60,65,65,9.5,9.5,1,11,index2v4
1,80,75,125,8,5,1,11,index2v4
1,65,75,95,8,6.5,1,11,index2v4
1,70,75,75,8,8,1,11,index2v4
4,110,85,125,7.5,5,1,11,index2v4
4,83,85,105,7.5,6,1,11,index2v4
4,80,85,85,7.5,7.5,1,11,index2v4
5,110,95,125,6.5,5,1,11,index2v4
5,110,95,115,6.5,5.5,1,11,index2v4
5,85,95,95,6.5,6.5,1,11,index2v4
2,90,105,125,6,5,1,11,index2v4
2,100,105,115,6,5.5,1,11,index2v4
2,96,105,105,6,6,1,11,index2v4
3,70,65,125,9.5,5,1,12,index2v4
3,70,65,95,9.5,6.5,1,12,index2v4
3,65,65,65,9.5,9.5,1,12,index2v4
4,90,75,125,8,5,1,12,index2v4
4,80,75,95,8,6.5,1,12,index2v4
4,75,75,75,8,8,1,12,index2v4
2,100,85,125,7.5,5,1,12,index2v4
2,105,85,105,7.5,6,1,12,index2v4
2,85,85,85,7.5,7.5,1,12,index2v4
1,125,95,125,6.5,5,1,12,index2v4
1,115,95,115,6.5,5.5,1,12,index2v4
1,95,95,95,6.5,6.5,1,12,index2v4
5,115,105,125,6,5,1,12,index2v4
5,115,105,115,6,5.5,1,12,index2v4
5,105,105,105,6,6,1,12,index2v4
3,90,65,125,9.5,5,1,13,index2v4
3,80,65,95,9.5,6.5,1,13,index2v4
3,45,65,65,9.5,9.5,1,13,index2v4
4,80,75,125,8,5,1,13,index2v4
4,65,75,95,8,6.5,1,13,index2v4
4,45,75,75,8,8,1,13,index2v4
2,100,85,125,7.5,5,1,13,index2v4
2,100,85,105,7.5,6,1,13,index2v4
2,85,85,85,7.5,7.5,1,13,index2v4
1,125,95,125,6.5,5,1,13,index2v4
1,115,95,115,6.5,5.5,1,13,index2v4
1,100,95,95,6.5,6.5,1,13,index2v4
5,85,105,125,6,5,1,13,index2v4
5,80,105,115,6,5.5,1,13,index2v4
5,80,105,105,6,6,1,13,index2v4
5,50,65,125,9.5,5,1,14,index2v4
5,40,65,95,9.5,6.5,1,14,index2v4
5,30,65,65,9.5,9.5,0,14,index2v4
2,50,75,125,8,5,1,14,index2v4
2,50,75,95,8,6.5,1,14,index2v4
2,40,75,75,8,8,1,14,index2v4
4,75,85,125,7.5,5,1,14,index2v4
4,60,85,105,7.5,6,1,14,index2v4
4,45,85,85,7.5,7.5,1,14,index2v4
3,70,95,125,6.5,5,1,14,index2v4
3,60,95,115,6.5,5.5,1,14,index2v4
3,50,95,95,6.5,6.5,1,14,index2v4
1,70,105,125,6,5,1,14,index2v4
1,75,105,115,6,5.5,1,14,index2v4
1,60,105,105,6,6,1,14,index2v4
3,65,65,125,9.5,5,1,15,index2v4
3,65,65,95,9.5,6.5,1,15,index2v4
3,65,65,65,9.5,9.5,1,15,index2v4
4,75,75,125,8,5,1,15,index2v4
4,75,75,95,8,6.5,1,15,index2v4
4,75,75,75,8,8,1,15,index2v4
2,85,85,125,7.5,5,1,15,index2v4
2,85,85,105,7.5,6,1,15,index2v4
2,85,85,85,7.5,7.5,1,15,index2v4
1,95,95,125,6.5,5,1,15,index2v4
1,95,95,115,6.5,5.5,1,15,index2v4
1,95,95,95,6.5,6.5,1,15,index2v4
5,105,105,125,6,5,1,15,index2v4
5,105,105,115,6,5.5,1,15,index2v4
5,105,105,105,6,6,1,15,index2v4
3,90,65,125,9.5,5,1,16,index2v4
3,80,65,95,9.5,6.5,1,16,index2v4
3,65,65,65,9.5,9.5,1,16,index2v4
5,85,75,125,8,5,1,16,index2v4
5,80,75,95,8,6.5,1,16,index2v4
5,75,75,75,8,8,1,16,index2v4
1,100,85,125,7.5,5,1,16,index2v4
1,95,85,105,7.5,6,1,16,index2v4
1,85,85,85,7.5,7.5,1,16,index2v4
4,105,95,125,6.5,5,1,16,index2v4
4,100,95,115,6.5,5.5,1,16,index2v4
4,95,95,95,6.5,6.5,1,16,index2v4
2,110,105,125,6,5,1,16,index2v4
2,110,105,115,6,5.5,1,16,index2v4
2,105,105,105,6,6,1,16,index2v4
2,50,65,125,9.5,5,1,17,index2v4
2,75,65,95,9.5,6.5,1,17,index2v4
2,50,65,65,9.5,9.5,1,17,index2v4
1,85,75,125,8,5,1,17,index2v4
1,85,75,95,8,6.5,1,17,index2v4
1,60,75,75,8,8,1,17,index2v4
4,50,85,125,7.5,5,0,17,index2v4
4,50,85,105,7.5,6,1,17,index2v4
4,50,85,85,7.5,7.5,1,17,index2v4
3,65,95,125,6.5,5,1,17,index2v4
3,75,95,115,6.5,5.5,1,17,index2v4
3,65,95,95,6.5,6.5,1,17,index2v4
5,75,105,125,6,5,1,17,index2v4
5,75,105,115,6,5.5,1,17,index2v4
5,75,105,105,6,6,1,17,index2v4
1,65,65,125,9.5,5,1,18,index2v4
1,95,65,95,9.5,6.5,1,18,index2v4
1,65,65,65,9.5,9.5,1,18,index2v4
5,50,75,125,8,5,1,18,index2v4
5,60,75,95,8,6.5,1,18,index2v4
5,45,75,75,8,8,1,18,index2v4
3,80,85,125,7.5,5,1,18,index2v4
3,85,85,105,7.5,6,1,18,index2v4
3,85,85,85,7.5,7.5,1,18,index2v4
2,95,95,125,6.5,5,1,18,index2v4
2,100,95,115,6.5,5.5,1,18,index2v4
2,95,95,95,6.5,6.5,1,18,index2v4
4,70,105,125,6,5,1,18,index2v4
4,60,105,115,6,5.5,1,18,index2v4
4,80,105,105,6,6,1,18,index2v4
2,85,65,125,9.5,5,1,19,index2v4
2,75,65,95,9.5,6.5,1,19,index2v4
2,50,65,65,9.5,9.5,1,19,index2v4
3,80,75,125,8,5,1,19,index2v4
3,70,75,95,8,6.5,1,19,index2v4
3,55,75,75,8,8,1,19,index2v4
1,60,85,125,7.5,5,1,19,index2v4
1,55,85,105,7.5,6,1,19,index2v4
1,50,85,85,7.5,7.5,1,19,index2v4
5,85,95,125,6.5,5,1,19,index2v4
5,80,95,115,6.5,5.5,1,19,index2v4
5,70,95,95,6.5,6.5,1,19,index2v4
4,90,105,125,6,5,1,19,index2v4
4,85,105,115,6,5.5,1,19,index2v4
4,80,105,105,6,6,1,19,index2v4
5,80,65,125,9.5,5,1,20,index2v4
5,70,65,95,9.5,6.5,1,20,index2v4
5,65,65,65,9.5,9.5,1,20,index2v4
4,90,75,125,8,5,1,20,index2v4
4,80,75,95,8,6.5,1,20,index2v4
4,70,75,75,8,8,1,20,index2v4
3,95,85,125,7.5,5,1,20,index2v4
3,95,85,105,7.5,6,1,20,index2v4
3,95,85,85,7.5,7.5,1,20,index2v4
1,110,95,125,6.5,5,1,20,index2v4
1,110,95,115,6.5,5.5,1,20,index2v4
1,95,95,95,6.5,6.5,1,20,index2v4
2,100,105,125,6,5,1,20,index2v4
2,100,105,115,6,5.5,1,20,index2v4
2,100,105,105,6,6,1,20,index2v4
1,90,65,125,9.5,5,1,21,index2v4
1,80,65,95,9.5,6.5,1,21,index2v4
1,65,65,65,9.5,9.5,1,21,index2v4
3,110,75,125,8,5,1,21,index2v4
3,85,75,95,8,6.5,1,21,index2v4
3,75,75,75,8,8,1,21,index2v4
2,110,85,125,7.5,5,1,21,index2v4
2,95,85,105,7.5,6,1,21,index2v4
2,85,85,85,7.5,7.5,1,21,index2v4
5,115,95,125,6.5,5,1,21,index2v4
5,105,95,115,6.5,5.5,1,21,index2v4
5,95,95,95,6.5,6.5,1,21,index2v4
4,115,105,125,6,5,1,21,index2v4
4,110,105,115,6,5.5,1,21,index2v4
4,105,105,105,6,6,1,21,index2v4
3,80,65,125,9.5,5,1,22,index2v4
3,75,65,95,9.5,6.5,1,22,index2v4
3,90,65,65,9.5,9.5,1,22,index2v4
4,80,75,125,8,5,1,22,index2v4
4,75,75,95,8,6.5,1,22,index2v4
4,50,75,75,8,8,1,22,index2v4
2,95,85,125,7.5,5,1,22,index2v4
2,95,85,105,7.5,6,1,22,index2v4
2,85,85,85,7.5,7.5,1,22,index2v4
5,75,95,125,6.5,5,1,22,index2v4
5,80,95,115,6.5,5.5,1,22,index2v4
5,60,95,95,6.5,6.5,1,22,index2v4
1,125,105,125,6,5,1,22,index2v4
1,115,105,115,6,5.5,1,22,index2v4
1,105,105,105,6,6,1,22,index2v4
2,50,65,125,9.5,5,1,23,index2v4
2,45,65,95,9.5,6.5,1,23,index2v4
2,40,65,65,9.5,9.5,1,23,index2v4
4,85,75,125,8,5,1,23,index2v4
4,80,75,95,8,6.5,1,23,index2v4
4,75,75,75,8,8,1,23,index2v4
3,90,85,125,7.5,5,1,23,index2v4
3,85,85,105,7.5,6,1,23,index2v4
3,80,85,85,7.5,7.5,1,23,index2v4
1,60,95,125,6.5,5,1,23,index2v4
1,55,95,115,6.5,5.5,1,23,index2v4
1,50,95,95,6.5,6.5,1,23,index2v4
5,100,105,125,6,5,1,23,index2v4
5,95,105,115,6,5.5,1,23,index2v4
5,90,105,105,6,6,1,23,index2v4
3,70,65,125,9.5,5,1,24,index2v4
3,60,65,95,9.5,6.5,1,24,index2v4
3,40,65,65,9.5,9.5,1,24,index2v4
1,100,75,125,8,5,1,24,index2v4
1,90,75,95,8,6.5,1,24,index2v4
1,75,75,75,8,8,1,24,index2v4
4,80,85,125,7.5,5,1,24,index2v4
4,60,85,105,7.5,6,1,24,index2v4
4,35,85,85,7.5,7.5,0,24,index2v4
2,90,95,125,6.5,5,1,24,index2v4
2,80,95,115,6.5,5.5,1,24,index2v4
2,70,95,95,6.5,6.5,1,24,index2v4
5,80,105,125,6,5,1,24,index2v4
5,80,105,115,6,5.5,1,24,index2v4
5,80,105,105,6,6,1,24,index2v4
3,75,65,125,9.5,5,1,25,index2v4
3,65,65,95,9.5,6.5,1,25,index2v4
3,95,65,65,9.5,9.5,1,25,index2v4
4,87,75,125,8,5,1,25,index2v4
4,98,75,95,8,6.5,1,25,index2v4
4,112,75,75,8,8,1,25,index2v4
5,120,85,125,7.5,5,1,25,index2v4
5,105,85,105,7.5,6,1,25,index2v4
5,115,85,85,7.5,7.5,1,25,index2v4
1,95,95,125,6.5,5,1,25,index2v4
1,105,95,115,6.5,5.5,1,25,index2v4
1,95,95,95,6.5,6.5,1,25,index2v4
2,75,105,125,6,5,1,25,index2v4
2,85,105,115,6,5.5,1,25,index2v4
2,95,105,105,6,6,1,25,index2v4
5,100,65,125,9.5,5,1,26,index2v4
5,95,65,95,9.5,6.5,1,26,index2v4
5,65,65,65,9.5,9.5,1,26,index2v4
2,125,75,125,8,5,1,26,index2v4
2,95,75,95,8,6.5,1,26,index2v4
2,80,75,75,8,8,1,26,index2v4
3,125,85,125,7.5,5,1,26,index2v4
3,110,85,105,7.5,6,1,26,index2v4
3,90,85,85,7.5,7.5,1,26,index2v4
4,115,95,125,6.5,5,1,26,index2v4
4,115,95,115,6.5,5.5,1,26,index2v4
4,100,95,95,6.5,6.5,1,26,index2v4
1,125,105,125,6,5,1,26,index2v4
1,115,105,115,6,5.5,1,26,index2v4
1,110,105,105,6,6,1,26,index2v4
3,50,65,125,9.5,5,1,27,index2v4
3,40,65,95,9.5,6.5,1,27,index2v4
3,30,65,65,9.5,9.5,0,27,index2v4
2,70,75,125,8,5,1,27,index2v4
2,65,75,95,8,6.5,1,27,index2v4
2,60,75,75,8,8,1,27,index2v4
5,80,85,125,7.5,5,1,27,index2v4
5,80,85,105,7.5,6,1,27,index2v4
5,65,85,85,7.5,7.5,1,27,index2v4
1,95,95,125,6.5,5,1,27,index2v4
1,90,95,115,6.5,5.5,1,27,index2v4
1,80,95,95,6.5,6.5,1,27,index2v4
4,85,105,125,6,5,1,27,index2v4
4,85,105,115,6,5.5,1,27,index2v4
4,80,105,105,6,6,1,27,index2v4
4,70,65,125,9.5,5,1,28,index2v4
4,55,65,95,9.5,6.5,1,28,index2v4
4,35,65,65,9.5,9.5,1,28,index2v4
3,70,75,125,8,5,1,28,index2v4
3,55,75,95,8,6.5,1,28,index2v4
3,45,75,75,8,8,1,28,index2v4
1,70,85,125,7.5,5,1,28,index2v4
1,60,85,105,7.5,6,1,28,index2v4
1,50,85,85,7.5,7.5,1,28,index2v4
5,70,95,125,6.5,5,1,28,index2v4
5,65,95,115,6.5,5.5,1,28,index2v4
5,55,95,95,6.5,6.5,1,28,index2v4
2,70,105,125,6,5,1,28,index2v4
2,65,105,115,6,5.5,1,28,index2v4
2,60,105,105,6,6,1,28,index2v4
3,45,65,125,9.5,5,1,29,index2v4
3,35,65,95,9.5,6.5,0,29,index2v4
3,25,65,65,9.5,9.5,0,29,index2v4
2,65,75,125,8,5,1,29,index2v4
2,60,75,95,8,6.5,1,29,index2v4
2,55,75,75,8,8,1,29,index2v4
1,80,85,125,7.5,5,1,29,index2v4
1,75,85,105,7.5,6,1,29,index2v4
1,70,85,85,7.5,7.5,1,29,index2v4
5,90,95,125,6.5,5,1,29,index2v4
5,85,95,115,6.5,5.5,1,29,index2v4
5,80,95,95,6.5,6.5,1,29,index2v4
4,95,105,125,6,5,1,29,index2v4
4,90,105,115,6,5.5,1,29,index2v4
4,90,105,105,6,6,1,29,index2v4
3,125,65,125,9.5,5,1,30,index2v4
3,95,65,95,9.5,6.5,1,30,index2v4
3,65,65,65,9.5,9.5,1,30,index2v4
5,125,75,125,8,5,1,30,index2v4
5,95,75,95,8,6.5,1,30,index2v4
5,75,75,75,8,8,1,30,index2v4
2,125,85,125,7.5,5,1,30,index2v4
2,105,85,105,7.5,6,1,30,index2v4
2,85,85,85,7.5,7.5,1,30,index2v4
4,125,95,125,6.5,5,1,30,index2v4
4,115,95,115,6.5,5.5,1,30,index2v4
4,95,95,95,6.5,6.5,1,30,index2v4
1,125,105,125,6,5,1,30,index2v4
1,115,105,115,6,5.5,1,30,index2v4
1,105,105,105,6,6,1,30,index2v4
3,90,65,125,9.5,5,1,31,index2v4
3,90,65,95,9.5,6.5,1,31,index2v4
3,67,65,65,9.5,9.5,1,31,index2v4
2,100,75,125,8,5,1,31,index2v4
2,97,75,95,8,6.5,1,31,index2v4
2,79,75,75,8,8,1,31,index2v4
4,88,85,125,7.5,5,1,31,index2v4
4,86,85,105,7.5,6,1,31,index2v4
4,80,85,85,7.5,7.5,1,31,index2v4
5,90,95,125,6.5,5,1,31,index2v4
5,85,95,115,6.5,5.5,1,31,index2v4
5,80,95,95,6.5,6.5,1,31,index2v4
1,110,105,125,6,5,1,31,index2v4
1,107,105,115,6,5.5,1,31,index2v4
1,100,105,105,6,6,1,31,index2v4
2,55,65,125,9.5,5,1,32,index2v4
2,45,65,95,9.5,6.5,1,32,index2v4
2,40,65,65,9.5,9.5,1,32,index2v4
5,60,75,125,8,5,1,32,index2v4
5,50,75,95,8,6.5,1,32,index2v4
5,45,75,75,8,8,1,32,index2v4
1,60,85,125,7.5,5,1,32,index2v4
1,55,85,105,7.5,6,1,32,index2v4
1,50,85,85,7.5,7.5,1,32,index2v4
3,60,95,125,6.5,5,1,32,index2v4
3,50,95,115,6.5,5.5,0,32,index2v4
3,30,95,95,6.5,6.5,0,32,index2v4
4,70,105,125,6,5,1,32,index2v4
4,65,105,115,6,5.5,1,32,index2v4
4,50,105,105,6,6,0,32,index2v4
4,100,65,125,9.5,5,1,33,index2v4
4,85,65,95,9.5,6.5,1,33,index2v4
4,65,65,65,9.5,9.5,1,33,index2v4
2,105,75,125,8,5,1,33,index2v4
2,90,75,95,8,6.5,1,33,index2v4
2,75,75,75,8,8,1,33,index2v4
3,110,85,125,7.5,5,1,33,index2v4
3,100,85,105,7.5,6,1,33,index2v4
3,85,85,85,7.5,7.5,1,33,index2v4
1,115,95,125,6.5,5,1,33,index2v4
1,110,95,115,6.5,5.5,1,33,index2v4
1,95,95,95,6.5,6.5,1,33,index2v4
5,120,105,125,6,5,1,33,index2v4
5,115,105,115,6,5.5,1,33,index2v4
5,105,105,105,6,6,1,33,index2v4
4,65,65,125,9.5,5,1,34,index2v4
4,65,65,95,9.5,6.5,1,34,index2v4
4,65,65,65,9.5,9.5,1,34,index2v4
2,75,75,125,8,5,1,34,index2v4
2,75,75,95,8,6.5,1,34,index2v4
2,75,75,75,8,8,1,34,index2v4
1,85,85,125,7.5,5,1,34,index2v4
1,85,85,105,7.5,6,1,34,index2v4
1,85,85,85,7.5,7.5,1,34,index2v4
5,95,95,125,6.5,5,1,34,index2v4
5,95,95,115,6.5,5.5,1,34,index2v4
5,95,95,95,6.5,6.5,1,34,index2v4
3,105,105,125,6,5,1,34,index2v4
3,105,105,115,6,5.5,1,34,index2v4
3,105,105,105,6,6,1,34,index2v4
2,70,65,125,9.5,5,1,35,index2v4
2,85,65,95,9.5,6.5,1,35,index2v4
2,40,65,65,9.5,9.5,1,35,index2v4
1,125,75,125,8,5,1,35,index2v4
1,170,75,95,8,6.5,1,35,index2v4
1,40,75,75,8,8,1,35,index2v4
4,63,85,125,7.5,5,1,35,index2v4
4,52,85,105,7.5,6,1,35,index2v4
4,43,85,85,7.5,7.5,1,35,index2v4
5,40,95,125,6.5,5,0,35,index2v4
5,50,95,115,6.5,5.5,0,35,index2v4
5,36,95,95,6.5,6.5,0,35,index2v4
3,60,105,125,6,5,1,35,index2v4
3,55,105,115,6,5.5,1,35,index2v4
3,56,105,105,6,6,1,35,index2v4
5,130,65,125,9.5,5,1,36,index2v4
5,95,65,95,9.5,6.5,1,36,index2v4
5,65,65,65,9.5,9.5,1,36,index2v4
3,150,75,125,8,5,1,36,index2v4
3,100,75,95,8,6.5,1,36,index2v4
3,80,75,75,8,8,1,36,index2v4
1,145,85,125,7.5,5,1,36,index2v4
1,120,85,105,7.5,6,1,36,index2v4
1,100,85,85,7.5,7.5,1,36,index2v4
2,135,95,125,6.5,5,1,36,index2v4
2,120,95,115,6.5,5.5,1,36,index2v4
2,100,95,95,6.5,6.5,1,36,index2v4
4,130,105,125,6,5,1,36,index2v4
4,120,105,115,6,5.5,1,36,index2v4
4,110,105,105,6,6,1,36,index2v4
4,85,65,125,9.5,5,1,37,index2v4
4,75,65,95,9.5,6.5,1,37,index2v4
4,65,65,65,9.5,9.5,1,37,index2v4
5,105,75,125,8,5,1,37,index2v4
5,85,75,95,8,6.5,1,37,index2v4
5,75,75,75,8,8,1,37,index2v4
2,100,85,125,7.5,5,1,37,index2v4
2,90,85,105,7.5,6,1,37,index2v4
2,85,85,85,7.5,7.5,1,37,index2v4
3,110,95,125,6.5,5,1,37,index2v4
3,100,95,115,6.5,5.5,1,37,index2v4
3,95,95,95,6.5,6.5,1,37,index2v4
1,110,105,125,6,5,1,37,index2v4
1,105,105,115,6,5.5,1,37,index2v4
1,105,105,105,6,6,1,37,index2v4
1,90,65,125,9.5,5,1,38,index2v4
1,80,65,95,9.5,6.5,1,38,index2v4
1,70,65,65,9.5,9.5,1,38,index2v4
2,110,75,125,8,5,1,38,index2v4
2,90,75,95,8,6.5,1,38,index2v4
2,80,75,75,8,8,1,38,index2v4
3,110,85,125,7.5,5,1,38,index2v4
3,95,85,105,7.5,6,1,38,index2v4
3,90,85,85,7.5,7.5,1,38,index2v4
5,110,95,125,6.5,5,1,38,index2v4
5,105,95,115,6.5,5.5,1,38,index2v4
5,100,95,95,6.5,6.5,1,38,index2v4
4,115,105,125,6,5,1,38,index2v4
4,110,105,115,6,5.5,1,38,index2v4
4,110,105,105,6,6,1,38,index2v4
5,70,65,125,9.5,5,1,39,index2v4
5,50,65,95,9.5,6.5,1,39,index2v4
5,40,65,65,9.5,9.5,1,39,index2v4
1,100,75,125,8,5,1,39,index2v4
1,90,75,95,8,6.5,1,39,index2v4
1,75,75,75,8,8,1,39,index2v4
4,70,85,125,7.5,5,1,39,index2v4
4,60,85,105,7.5,6,1,39,index2v4
4,50,85,85,7.5,7.5,1,39,index2v4
2,95,95,125,6.5,5,1,39,index2v4
2,90,95,115,6.5,5.5,1,39,index2v4
2,75,95,95,6.5,6.5,1,39,index2v4
3,75,105,125,6,5,1,39,index2v4
3,70,105,115,6,5.5,1,39,index2v4
3,70,105,105,6,6,1,39,index2v4
1,65,65,125,9.5,5,1,40,index2v4
1,65,65,95,9.5,6.5,1,40,index2v4
1,65,65,65,9.5,9.5,1,40,index2v4
3,75,75,125,8,5,1,40,index2v4
3,75,75,95,8,6.5,1,40,index2v4
3,75,75,75,8,8,1,40,index2v4
5,85,85,125,7.5,5,1,40,index2v4
5,85,85,105,7.5,6,1,40,index2v4
5,70,85,85,7.5,7.5,1,40,index2v4
4,95,95,125,6.5,5,1,40,index2v4
4,95,95,115,6.5,5.5,1,40,index2v4
4,95,95,95,6.5,6.5,1,40,index2v4
2,105,105,125,6,5,1,40,index2v4
2,105,105,115,6,5.5,1,40,index2v4
2,105,105,105,6,6,1,40,index2v4
2,115,65,125,9.5,5,1,41,index2v4
2,80,65,95,9.5,6.5,1,41,index2v4
2,65,65,65,9.5,9.5,1,41,index2v4
